,Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
7593,24h Pro data science R,Francisco Juretig,Practice data science with 24hs of material using real examples,3.6,25,18.5,75,All Levels
7594,Microservices Spring Cloud,Packt Publishing,Going from a single application to a distributed system,3.4,25,9.0,59,Expert
7595,Angular ASP NET Core Bootcamp,Amr Swalha,Learn how to use latest version of Angular and ASP NET Core to create interactive websites,3.7,25,4.5,44,All Levels
7596,Machine Supervised Learning Regression Python 3 Math,Ahmed Attia,Master Regression Algorithm as it provides a base for you to build on and learn other ML algorithms ,3.7,25,5.0,33,Beginner
7597,Oracle Data Integrator Essentials,Packt Publishing,Develop  deploy  and maintain your own data integration projects with a clear view of Oracle Data Integrator essentials,3.4,25,2.0,31,Beginner
7598,Wordpress Create Outstanding Website 2 hours,Jonas Schindler,A Wordpress Website like the one we create in this course will bring your Business forward and impresses your clients ,3.6,25,2.5,48,Beginner
7599,Complete React Bootcamp 2020 w React Hooks Firebase,Arash Ahadzadeh  Andrew Hulenko,Become an advanced ReactJS developer  build and deploy three production ready apps with React  React Hooks  and NodeJS ,4.2,25,17.0,162,All Levels
7600,Java Programming Eclipse developers,Eddie Kong,Java   This course delivers the step by step guidance to help you master the core topics and techniques with Eclipse,4.0,25,2.0,13,Intermediate
7601,Publish Impossible Arrow iPhone game coding,Yohann Taieb  Anatoli  Tolik  Eidelman,Step by step videos to guide you publish your own iPhone game version of Impossible Arrow to the iTunes app store,3.6,25,1.5,35,All Levels
7602,Configuring SharePoint 2013 Server Apps Development,Kameswara Sarma Uppuluri,Configure SharePoint 2013 Server for Apps Development in Easy Steps,4.1,25,1.0,28,All Levels
7603,Testing Statistical Hypotheses Data science Python 3,Luc Zio,Parametric and nonparametric hypotheses testing using Python 3 advanced statistical libraries with real world data,4.1,26,4.0,30,Intermediate
7604,Node js Certification Course,Marufa Yasmin,A bootcamp that will teach you some of the most essential basics of node js programming ,2.2,25,1.0,5,All Levels
7605,Microservices Kubernetes Building Microservice Systems,Microservice Zone,Microservices   Leverage the lethal combination of Docker and Kubernetes to build and implement scalable microservices ,4.0,25,2.0,33,All Levels
7606,React ASP NET Core Starter Guide,Amr Swalha,Learn how to use React and ASP NET Core to develop Web Apps,4.3,25,3.0,34,All Levels
7607,Android Game development Beginner Pro Coding,Skill Valley,Start A Mobile App Business And Earn  Money By Making Android Game Apps   Without Coding  Now Everyone Can Make Games ,2.0,25,2.0,30,All Levels
7608,Web Design FORMS Layouts Learn Levels,B Praveen Kumar,A Complete Bundle of Web Designs For Front End Web Developers   Essential Course  ,4.5,25,2.5,23,All Levels
7609,Create Ajax Chat App PHP Mysql,Akram Abdulrazaq,Learn how to build your own chat app,3.7,25,1.0,19,Beginner
7610,Artificial Neural Networks tutorial theory applications,Gopal Prasad Malakar,Machine learning algorithm  ANN    simplified  See the use cases with R to understand the application,4.2,25,1.0,13,Beginner
7611,OCA Java SE 7 Programmer OCAJP Exam 1ZO 803 2 3,Asif Muhammed,Prepare for Oracle Certified Associate Java SE 7 Programmer Exam and Java solid foundation that you can build on ,4.6,25,5.5,34,All Levels
7612,Wordpress Website 2020 Divi Theme Tutorial,Darrel Wilson,Learn how to make a wordpress website with the Hash1 most popular wordpress theme in the world  the divi theme,4.5,25,3.0,17,Beginner
7613,Advanced Monitoring Evaluation,Kithinji Charles,From Zero to Hero  in  Monitoring and Evaluation  Field,4.3,25,4.5,69,All Levels
7614,Core skill data science learn dplyr package R,Dunk Chawannut,Master data manipulation task in R which is one of the most important tasks in data science cycle,3.5,25,42.0,8,Beginner
7615,Start Building Web Apps Services Node js Plus Express,Greg Cerveny,This course will teach you how to dive in to Node js and the Express framework to start building your new web app today ,3.9,25,1.0,16,All Levels
7616,Writing Technical Design Document Real Time Project Based,Delta ERP Consulting,Writing Effective Technical Specification Document TSD  TD in Information Technology Based on Real Time Project Example,3.1,25,2.5,22,All Levels
7617,Java Swing Essentials Java GUI Programming Easy,Prasun Singha Roy,Learn to create Graphical User Interface in Java in easy and comprehensive way  Go GUI because console is too mainstream,3.9,25,3.0,40,Beginner
7618,Web Hosting Fundamentals,Diego Adri n C rdenas Jorge,The A Z guide to understanding what web hosting is and how it can work for you,3.7,25,37.0,8,All Levels
7619,Create Professional Website Coding,Dawid Tuminski,Learn how to build any kind of website using Oxygen builder,4.6,25,9.5,112,All Levels
7620,WordPress Web Development Local Host Live Server,Umair Butt,Learn WordPress Website with Complete Migration,4.5,25,1.0,6,Beginner
7621,Learn React Native Cross Platform App Development,Shivam Kumar,Creative React Native course for beginners  Learn by making Rock Paper Scissors game,3.5,25,1.0,19,Beginner
7622,iPad Programming iPhone Developers Extend Reach,Nick Walter,Seamlessly extend your iPhone apps to the iPad  and harmonize across all iOS 9 iPhone and iPad devices and sizes  w  Swift,4.5,25,1.5,12,All Levels
7623,5 Free Awesome Augmented Reality Experiences Today,Johnny Hamilton,Use Zappar and ZapWorks to Create an AR Enhanced 1  Business Card  2  Thank You Note  3  Photo  4  Sign  and 5  360 Photo,4.3,25,1.5,44,All Levels
7624,PHP OOP Complete Online Exam System PHP jQuery Ajax,Kazi Ariyan,This Complete Course Where You Will Learn How You Can Create One Online Exam System with Using PHP OOP   jQuery  Ajax,3.7,25,11.0,87,Beginner
7625,Learn Analyse Big Data Hadoop R Analytic Tool,Easylearning guru,Analyse Big Data present in Hadoop Framework with R Analytic Tool  Become a master of Hadoop Analysis with R Tool,2.9,25,4.0,33,All Levels
7626,Natural Language Processing NLP Python NLTK,Abhishek Kumar,Master Natural Language with Python and NLP using Spam Filter detection,4.5,25,3.5,26,Intermediate
7627,iOS MapKit Swift,Andi Setiyadi,Building iOS map application using MapKit in Swift,4.7,25,5.0,24,All Levels
7628,React Native Recipes Volume 1,Packt Publishing,Take your React Native application development to the next level by building rich UI s and bring life to application ,3.0,25,4.0,44,Expert
7629,Ultimate Guide Add Social Media Login PHP Web Apps,Devscreencast Elearning  Terry Ogbemudia Osayawe,Learn How To Code and Integrate OAuth2 Facebook Google and GitHub Signup and Login to Your Website Using PHP,4.6,25,2.0,21,All Levels
7630,Ultimate Game Development Design Unity 2020,Louis Rossi,Become an Indie Developer  Programming  art and animation all in one,4.6,25,14.5,108,Beginner
7631,Develop 5 apps python kivy kivymd,Sivaram Nalliboyana,Build   Weather app  meal app  expense tracker  bmi calculator and video player apps,4.1,25,4.0,36,All Levels
7632,Getting Started Ruby Programming Web Development,Scott Taylor,Introduction to Ruby on Rails Programming for Web Development  Learn Object Oriented Ruby Programming Concepts,4.5,25,5.5,39,Beginner
7633,Learn Terminal Beginner Professional,Edward Anthony,A comprehensive premium course about the Mac or Linux Terminal  watch the preview ,4.1,25,1.0,17,Beginner
7634,Starting JavaScript Unit Testing,Stone River eLearning,Discover JavaScript functions,3.9,25,2.5,23,Beginner
7635,CSS Flexbox Guide Build 5 Real Flexible Layouts,Irfan Dayan,Learn CSS Flexbox and Build 5 real world responsvie layouts using CSS3 Flexbox ,4.8,25,5.5,35,All Levels
7636,Complete HTML CSS build Modern Website,Telmo Sampaio,Learn HTML and CSS and Build a Modern and Responsive Website,4.7,25,5.0,17,Beginner
7637,Vue 3 Nuxt js Different Ways Creating Vue Apps,Antonio Papa,Vue 3  Nuxt js  Composition API  Options API  Vuex  Typescript  Docker  c3 js charts  Upload Images  Export CSV  Stripe,4.4,25,5.0,62,All Levels
7638,Learn PHP develop Projects,Ranjeet Karki,Aim to make you professional PHP developer You will learn basic PHP  PHPandHTML together Bootstrap SQL and make 2 projects,4.1,25,4.5,45,Beginner
7639,Programming Kids,Ben Tyler,This class will stoke the curiosity in young children who love math and science,4.0,25,4.5,22,Beginner
7640,Acing Machine Learning Engineering Interview,Mike West,A Real World Guide to Acing the Rigorous Machine Learning Engineering Interview,3.5,25,2.5,53,Intermediate
7641,Mobile App Business 2019 Develop Plan Strategy Marketing,Mukul Verma,Mobile application plan  strategy  marketing  campaign to generate over a million dollars in sales and 7 million installs,4.2,25,1.5,40,All Levels
7642,Add HTML5 Animation Web Pages CreateJS,Lon Hosford,Learn how to animate graphics and text on the HTML5 canvas element with basic Javascript and no complicated CSS or HTML  ,4.5,25,3.5,34,Beginner
7643,Building Architectures AWS CloudFormation,Qasim Shah  Syed Raza,Learn how to develop CloudFormation templates to automate infrastructure deployment,4.2,25,2.0,19,Intermediate
7644,Creating 2d games Unity,3dmotive LLC,Learn to create a 2D Shooting Gallery game with the Unity Game Engine from scratch ,2.7,25,1.5,24,Beginner
7645,Multi language PHP internationalisation PHP developers,Dave Hollingworth,Learn how to easily adapt your PHP website or web application to offer multiple languages to its visitors,4.9,25,3.0,58,All Levels
7646,Practical React Bootcamp Hooks Router Redux GraphQL,Ebenezer Ogbu,Learn How To Build Real World Applications Using React  Redux  GraphQL  Hooks  Router  HTML  CSS  SASS  and  JavaScript,4.3,26,30.0,173,All Levels
7647,Byte Size Chunks Java Object Oriented Programming Design,Loony Corn,A little treat with all you need to know about Object Oriented Programming in Java,4.5,25,7.0,37,Beginner
7648,Game development Scratch,Nisha Kiran,Learn to program animations  stories and games,4.2,25,35.0,13,Beginner
7649,Complete Wordpress Course Learn Wordpress Build Website,Anytime Business Courses,Learn Wordpress to quickly and easily build and maintain websites with step by step instructions  Websites in under 2hrs ,4.3,25,4.5,61,Beginner
7650,Cocos Creator 2D Game Development Fundamentals,Lwiimbo Kasweshi,Create 2D games using Cocos Creator  Create Flappy Bird and Block Breaker clones as you learn to use Cocos Creator ,3.3,25,6.5,48,Beginner
7651,CUDA GPU Programming Beginner Advanced,The Startup Central Co   Muhammad Adil,Learn CUDA programming and parallel computing with my simple and straightforward cuda programming masterclass,3.2,25,2.0,12,All Levels
7652,Learning KnockoutJS,Packt Publishing,Create powerful data driven web applications using KnockoutJS  with the help of real world examples,4.4,25,2.0,21,Beginner
7653,ECMAScript 6 Update knowledge Javascript ES6,Piyush Srivastava,Javascript and ECMAscript6 syntax that will help you to create amazing web applications and meet the demand ,4.1,25,8.5,78,All Levels
7654,design oriented course SwiftUI,Karin Prater,A Beginner guide to app development for iOS 13   14  macOS 10 15 with Xcode 12  including MVVM  UI and UX design,4.2,25,28.0,157,All Levels
7655,Intro Data Science Python Best Starting Point, Ali Desoki,Learn About Data Science And Machine Learning Using Python To Start Your Career In Those Fields  The Best Starting Point,4.2,25,2.0,29,Beginner
7656,Cook Code Vol 4 Big Data,Timothy Kenny,Get the inside scoop on how Big Data works  even if you have  never written a line of code or worked in tech ,4.5,25,3.5,18,All Levels
7657,Learn Java Programming Classes Objects 2021 Edition,Srinidhi Ranganathan  Saranya Srinidhi,An in depth course on Java Programming that will help you master Objects and Classes in 2021,3.5,25,1.0,9,Beginner
7658,Learn CPlusPlus Programming Easy Way,William Sherif,Learn how to program in CPlusPlus from a seasoned veteran and former University course instructor  part 1 ,4.5,25,2.0,28,Beginner
7659,Real World Hadoop Automating Hadoop install Python,Toyin Akin,Deploy a Hadoop cluster  Zookeeper  HDFS  YARN  Spark  with Cloudera Manager s Python API  Hands on ,4.3,25,4.0,21,Intermediate
7660,Mobile App Development App Design iOS Android 2020,Invedion  ,Design and program iOS and Android app with social media  facebook and twitter   Publish on Google Play and Appstore ,3.7,25,11.5,44,All Levels
7661,Beginners Learning Regular Expressions Programmers,Infinite Skills,A Basic Introduction To Using Regular Expressions In Programming,4.3,25,2.0,36,All Levels
7662,Create Mobile Apps Intel XDK Ionic Framework,QScutter Tutorials,Building a Todo App and Contacts App from Scratch using Intel XDK and Ionic ,3.4,25,6.0,89,All Levels
7663,DNA Hacking Swift 4 Xcode 9,Brian Rouse,An Introduction To Bioinformatics,3.7,24,1.5,10,Beginner
7664,Google Assistant development Java Spring Dialogflow,Alexandru Rosu,Google Assistant Java App Development and Actions On Google Java SDK and Dialogflow and Spring Boot and MySQL and NGROK,4.3,24,3.0,38,All Levels
7665,Python Machine Learning Crash Course Beginners,AI Sciences  AI Sciences Team,Complete Machine Learning step by step Course  Mastering Regression  Classification and Clustering  2020 ,4.1,24,10.0,53,All Levels
7666,70 761 Querying Data Transact SQL Introductory Course,Vandana Soni,Ideal for beginners who want to earn Microsoft certification for SQL Server ,4.5,24,5.0,15,Beginner
7667,Data Science Prediction Production,Snir Madar,Lessons Learned from a Decade of Building Machine Learning Applications,3.9,24,3.0,31,Intermediate
7668,Godot Beginner Course 2D Game Development Fundamentals,Kaan Alpar,Learn and Master Godot 3 2 3 and Code Your First Game with the Python like GDScript,4.7,24,7.5,64,Beginner
7669,Artificial Intelligence Advanced Machine Learning,Eduero Academy  Inc ,Learn all the advanced skills you need to perform various real world machine learning tasks in different environments ,4.1,24,3.5,46,Intermediate
7670,Advanced UX Techniques Novice Pro,Packt Publishing,Understand how UX methods work  Learn hands on how to plan your own cost effective approach ,4.4,24,8.5,61,Intermediate
7671,Twine 2 Basics,Dan Cox,Learn the basics of creating and writing an interactive fiction project in Twine 2 ,3.9,24,2.0,50,Beginner
7672,Linux Kernel System Programming,aseem sethi,Linux Kernel tutorials on System Calls   proc filesystem  Char drivers  Logging etc ,3.1,24,1.0,8,Beginner
7673,Build Flutter Android iOS Chat Application Firebase,Coding Cafe,Dart Flutter and Firestore  Make a Complete Social Network Chat App for iOS and Android like Facebook Messenger and Telegram,4.2,24,6.5,21,All Levels
7674,Vue 3 Laravel Breaking Monolith Microservices,Antonio Papa,Microservices Architecture  Vue 3  Nuxt js  Laravel  Docker  RabbitMQ  Event Driven Microservices  Internal APIs  Redis,4.4,24,14.0,157,All Levels
7675,QuickStart phpMyAdmin,VTC Software Training,Quickly and Easily Installing and Administrating phpMyAdmin,4.2,24,2.5,54,All Levels
7676,Laravel 2019 socialite social media login integration,Dave Partner,Learn how to enable your users log into your website through their social media accounts,3.5,24,2.0,17,Beginner
7677,JSON Checklist Practice Exercise Learn JSON,Laurence Svekis,Build a JSON data checklist using JavaScript from scratch   Practice and learn JSON with JavaScript Objects,4.3,24,1.5,19,Beginner
7678,Create Responsive Author Website Prior Experience,Tim Johnson,A comprehensive beginner s course to building your own author website with no experience and at VERY little cost ,4.6,24,2.0,9,All Levels
7679,Learn Advanced Level Python Programming,Umair Khan,Learn the intuition  implementation of each Advanced Level Python Concepts and Make Real Applications out of it,4.5,24,26.5,97,All Levels
7680,Azure Search Developers,Infinite Skills,Setup  Populate  Customize  and Deploy Search Instances,4.3,24,3.0,30,Intermediate
7681,Complete iOS Bootcamp,EDUmobile Academy,Learn iOS9 with Swift2 along with iOS8 and WatchKit with Actual iOS Apps with Source Code,4.1,24,30.5,255,All Levels
7682,Programmers Guide Learn Ruby Programming Fundamentals, GeekCodeSchool Code Shool,The ultimate guide to learn the object oriented language Ruby from real world programs,3.4,24,19.5,266,All Levels
7683,Game Programming Unity,Framework Television Inc ,Create Exciting  Professional Level Games with Unity3D,3.9,24,8.5,78,Beginner
7684,Introduction Scrum Agile,Scott Dunn  CST  PMP,Certified Scrum Trainer Scott Dunn gives individuals and teams a common road map while implementing Agile or Scrum,3.9,24,1.5,17,Beginner
7685,Learn MariaDB Scratch,Bluelime Learning Solutions,Learn how to query MariaDB Databases using HeidiSQL,3.4,24,1.0,12,Beginner
7686,Ionic 3 Build Complete Mobile Weather App Scratch,Uzochukwu Eddie Odozi,Build a Complete Mobile Weather App for Android and IOS,4.5,24,10.0,81,All Levels
7687,CoffeeScript Web Development CoffeeScript,SimpliCode Point,Master CoffeeScript and build dynamic webpages and web applications ,3.5,24,3.0,22,All Levels
7688,Web Development Elm,Packt Publishing,Learn Elm and excel in functional programming,3.0,24,3.0,23,Intermediate
7689,Accelerated BIM Modeling Revit 2020 Ducting Dynamo,Enrique Galicia,Learn to Model from Scratch Ducting Instalations and jump to workflows for autorouting and coordination with Dynamo,4.5,24,2.5,20,Beginner
7690,Python Django Aiohttp Workshop Cooking Secret Note service,Vladislav Bergman,Python Django Web Development  Making Secret note service with Python3  Django  Asyncio  Aiohttp  Pyrogram  Telegram API,4.7,24,1.5,10,Intermediate
7691,Learn Basics Web Design 2020 HTML CSS Bootstrap,Mohammed Khan  Mohammed Khan,The best course for learning the basics of HTML5 and CSS3 and Bootstrap 5 from scratch  perfect for beginners ,3.8,24,7.5,53,Beginner
7692,Tuning Apache Spark Powerful Big Data Processing Recipes,Packt Publishing,Uncover the lesser known secrets of powerful big data processing with Spark and Kafka,4.4,24,12.0,84,Beginner
7693,Sass Dont Repeat CSS,Arbaoui Mehdi,You ll write a more natural syntax  easy to read  and you ll prevents the need to rewrite selector multiple times,4.5,24,2.0,32,Beginner
7694,Complete Python 3 development masterclass 2020,Catalin Stefan,Master the fundamentals and advanced features of Python development,4.6,24,24.5,340,All Levels
7695,WordPress Start Finish Pro,Abid Majeed,A comprehensive WordPress course to take you from a very basic level to an advanced level ,4.2,24,6.5,39,All Levels
7696,Classic Pong Game Javascript P5 js Framework,Saran Siri,Learn Javascript By Making Games,3.9,24,1.0,12,Beginner
7697,Advance SQL CHash Design Database Apps CHash SQL,Musavi Abdullah,4 in 1  Barcode Scanner App in CHash  Export Excel Data to SQL by CHash  Advance ADO Net  ComboBox in CHash and SQL  SQL CRUD in CHash,4.4,24,24.5,244,All Levels
7698,CHash OOP Object Oriented Programming CHash NET Projects,Suresh Kumar Srivastava,CHash OOP   Object Oriented programming for CHash  NET projects CHash  NET Interview Questions Intermediate CHash Programming OOP,3.3,24,4.0,48,Intermediate
7699,Deep learning object detection Tensorflow 2,Nour Islam Mokhtari,Understand  train and evaluate Faster RCNN  SSD and YOLO v3 models using Tensorflow 2 and Google AI Platform,4.4,24,9.5,68,Intermediate
7700,GitHub XCode Swift Objective C create beautiful app,Icaro Lavrador,GitHub for XCode learn how to create a beautiful app coding collaborating in the cloud   Working solo or in colaboration,4.3,24,2.5,26,All Levels
7701,CSS Beginners,Charles Smith,In this course  you ll learn what CSS is and how it is used to bring content to your browser ,4.1,24,1.0,45,Beginner
7702,Real World JavaScript Step Step,IDX Solutions,Learning JavaScript In a Quick and Professional Way Step By Step,3.6,24,5.0,41,All Levels
7703,Java Spring Hibernate create crud application,Naveen Kumar A,learn how to create a crud application in spring Plus hibernate frameworks in java,3.0,24,42.0,10,All Levels
7704,Complete IOS AWS Developer Swift4,Lyju Edwinson,Develop IOS apps with AWS backend ,4.5,24,3.5,39,Intermediate
7705,Data Visualization Matplotlib Seaborn Plotly Bokeh,Ankit Mistry,Learn five different Data Visualization library in Python   Matplotlib  seaborn  plotly  bokeh and pandas plotting,4.0,24,6.5,83,Intermediate
7706,General Programming Fundamentals,Steven Mosbrucker,Learn Universal Programming Concepts,4.6,25,7.0,48,Beginner
7707,Hands Spring Boot Course Build FinTech App,Mindaugas Bar auskas,Learn Spring boot building a real world complex project ,4.2,24,9.0,82,All Levels
7708,Complete Guide Salesforce Lightning Development,Packt Publishing,Create efficient modern enterprise apps to design  build  and deploy powerful enterprise applications,4.3,24,7.0,91,Beginner
7709,Create custom Alexa skill AWS Lambda function,Nilay Mehta  Tutorials Team,Learn to create Skill for Alexa enabled devices such as Amazon Echo for absolute beginners,4.1,24,4.0,38,All Levels
7710,FileMaker Calendar Conundrum,John Mark Osborne,Create your Own Calendar in FileMaker with a Daily  Weekly and Monthly View,4.3,24,11.0,78,Expert
7711,Test Case Management Fundamentals TestRail Demo,Hiba EL Darwish,Learn more about Test Case Management and TestRail Tool,4.3,24,1.0,14,All Levels
7712,Deep Learning CNN Convolutional Neural Networks Python,AI Sciences  AI Sciences Team,Use CNN for Image Recognition  Computer vision using TensorFlow and VGGFace2  For Data Science  Machine Learning  and AI,4.2,24,14.0,105,All Levels
7713,Sales Force Developer Artificial Intelligence Beginners,Syed Raza  ClayDesk E learning  Syed Ali  Qasim Shah,Sales Force Developer Artificial Intelligence  Apex Programming  and Analytics Hand on Training   Learn AI Skills ,4.4,24,2.5,24,All Levels
7714,Hands Natural Language Processing Pytorch,Packt Publishing,Build smart language applications using Deep Learning,3.0,24,2.5,30,Intermediate
7715,Publish iOS Mega Casino game Code graphics included,Yohann Taieb,Complete guide to publish your own Casino iOS game to the iTunes app store without programming  Start passive income now,4.1,24,1.5,35,All Levels
7716,3 steps Python Blueprint,Know Store,Getting Started with Python,3.6,24,2.5,25,All Levels
7717,Distributing Electron Applications,Packt Publishing,Effectively package and distribute Electron applications,4.3,25,3.0,27,Beginner
7718,Vue js 2 Zero Hero Vuex Store Vue CLI 3 Complete Guide,RapidDev Pro,Learn Vue js 2 from scratch with Vuex State management and Build Awesome  Fast  Real World Application with Vue js,4.5,24,5.0,62,All Levels
7719,Getting Started Elixir,Packt Publishing,Learn how to use Elixir in building scalable  fault tolerable and maintainable applications ,4.1,24,2.0,18,Intermediate
7720,CREATE SOCIAL WEBSITE WORDPRESS JOOMLA,Zaoui Abdelillah,The complete beginners guide to create a social website like facebook using two most popular CMSs wordpress and joomla,4.0,24,4.0,23,All Levels
7721,Hash1 Complete NodeJs Express Single Page App FUTURE,Toufiq Elahy,Turn Nodejs Express mongodb javascript App Into Single Page Application  WITHIN 2 MINUTE  Using toufiqElahySPA js Plugin,4.6,24,3.0,30,All Levels
7722,WordPress Multisite Step Step,Walter Dombrowski,The ultimate in depth course on Multisite ,3.9,24,1.0,20,All Levels
7723,Real life Ruby Rails App Scratch 14 Hours RSpec,Hubert Jakubiak,Start writing code and automated tests parallel like commercial Ruby on Rails developer ,4.3,24,14.5,80,All Levels
7724,Python learning simple,Pankaj Anadure,From Beginner to Professional,4.8,24,4.5,29,Beginner
7725,Practical iOS 11 New iOS 11 Swift 4 Xcode 9,Dee Aliyu Odumosu  Jason Taylor,Learn all the new APIs including ARKit  Artificial Reality   Machine Learning and Vision Framework   App Development,4.8,24,4.0,64,Intermediate
7726,jQuery Mobile Basics Build Mobile Web Apps Easily,Jeff Batt,Using Version 1 4 2 and Above,4.6,24,3.0,29,All Levels
7727,introduction algorithms Python,Herman Martinus,Basic sorting algorithms to get you started in the beautiful world of computer science ,4.3,24,43.0,6,Beginner
7728,Writing Enterprise Level PHP Code,Luk   Luk  ,Are you creating more bugs than you re fixing  Learn how to write HQ maintainable software matching latest standards ,4.4,24,3.0,32,Beginner
7729,Oracle Cloud Basic Oracle SQL hands Experience,Zulqarnain Hayat,This training course is suitable for oracle database administration and any Oracle professional who want to learn SQL,4.2,24,4.0,76,Beginner
7730,College Level Neural Nets Basic Nets Math Practice,Ahmed Fathy  MSc,Learn Concepts  Intuitions and Complex Mathematical Derivations For Neural Networks and deep learning  ,4.7,24,13.5,83,All Levels
7731,Learn Java8 Streams Coding Hands Example,Arun Ammasai,Stream and Parallel Stream in Java8,4.7,24,5.5,38,Intermediate
7732,Oracle Goldengate Veridata Fundamentals,Ashish Agarwal,Learn how to check data sync bw databases without SQL Scripts and performance issues using Oracle Goldengate Veridata ,4.4,24,8.5,9,All Levels
7733,Stack Web Development 2021 Bootcamp,Metla Sudha Sekhar,Become a full stack Web developer confidently on HTML  CSS  Bootstrap  JS  jQuery  WordPress  PHP  MySQL  Python more,4.0,24,19.0,201,All Levels
7734,API Testing BootCamp SoapUI OpenSource,Sanketh Shanbhag,Become a Pro in API Testing   REST  WSDL SOAP  API Load Testing  Mocking all with SOAPUI ,3.9,24,6.0,20,All Levels
7735,Create 2D Ren Py VIsual Novel RPG,Jesiza Leviana,Create Your First RPG In Ren Py,3.3,24,2.0,19,Beginner
7736,Python Object Oriented Programming Fundamentals,Stone River eLearning,Create Python applications using the modern day standard programming technique  Object Oriented Programming  ,2.9,24,4.0,47,Beginner
7737,Website Design,Craig Blewett  Sarah Blewett,A Beginners Guide to Creating Websites and Starting Your Own Business,4.1,24,3.0,31,All Levels
7738,Build iOS App Swift,Zeph Cohen,iOS Application Development for Beginners,4.8,24,3.5,21,Beginner
7739,Android Monetize Publish Apps hour Firebase,Dhoyazan Adbo Othman,Add Google AdMob to Android App and start getting income from Google,3.5,24,1.0,14,All Levels
7740,Docker Net Angular Developers,Rahul Sahay,For Professionals,4.5,24,5.5,74,All Levels
7741,SOAP Spring Web Services IntelliJ,Nicolaas Kock,How to implement and test a contract first SOAP web service with Spring Web Services in IntelliJ,3.6,25,2.0,23,Intermediate
7742,COMPLETE Java Programming Bundle 2021 updated,Pranjal Srivastava  Harshit Srivastava,from Beginner to Professional,4.2,24,6.5,57,All Levels
7743,Git Beginners Learn Git Hour,Estefania Cassingena Navone,Learn git and version control with step by step explanations  hands on practice  quizzes  diagrams  and a final project ,4.7,24,1.5,86,Beginner
7744,SonarSource Qube Cloud Lint Crash Course,Vaga Notes,750Plus Students  Master SonarQube  SonarCloud and SonarLint   All in one ,3.6,24,2.0,33,All Levels
7745,JAVA 10 New Features Crash Course,Arun Ammasai,JDK10 New Features   Enhancement in java10,4.4,24,3.5,34,All Levels
7746,complete guide running Java Docker Kubernetes,Christopher Batey,Running JVMs in containers  the hard bits explained  Everything you need to know to run containers in production,4.7,24,4.5,31,All Levels
7747,2020 Build app like tiktok vue js,   ,Let s create an app just like tiktok  it s simple  easy and interesting  ,2.0,24,1.5,14,Intermediate
7748,Modeling Count Data Stata,Najib Mozahem,Poisson and Negative Binomial Regression Techniques,4.7,24,3.0,29,Beginner
7749,Learn MariaDB SQL beginners scratch,Bluelime Learning Solutions,Practical Hands  on SQL with MariaDB,3.9,24,4.0,41,Beginner
7750,Beautiful Designs SignUp Contact Login Forms,B Praveen Kumar,Sign Up or   registration   Sign in   Contact Us Forms Using HTML  CSS Responsive Design,4.2,24,1.0,13,All Levels
7751,Build Windows Forms App Visual Studio Land job 2,Dove   Virtual Teacher,Get an  Entry Level   NET Developer job in an organization  with the skills you will get from this course ,4.0,24,4.0,22,All Levels
7752,Create Cryptocurrency ICO Page Solidity,ARdeveloper TT,Become a Blockchain Developer by creating your own ICO Cryptocurrency with Ethereum and Solidity   Tutorial 2019,3.9,24,3.0,47,Intermediate
7753,AngularJS Easy People Hurry,Abeer Shiekh Shaaban,Understand AngularJS   and build your first AngularJS application,4.0,24,1.0,11,All Levels
7754,Bootstrap 4 Beginners,Muhammad Ismail,Bootstrap 4 for Beginners,4.8,26,1.5,15,All Levels
7755,Data Science Sparklyr Basics Beginners,Artech Learning  LLC ,Learn to interact with data in Apache Spark through sparklyr and simplify machine learning model implementations ,3.4,24,1.5,21,All Levels
7756,Beginner Guide Creating Database Driven Applications,Bluelime Learning Solutions,Learn how to create a database driven application with ease using oracle s APEX,3.5,24,3.0,32,Beginner
7757,Learning Path Big Data Visualization,Packt Publishing,Gain hands on experience in creating effective visualizations of your data,4.3,24,5.0,45,Intermediate
7758,Divi Module development start finish,Jan Thielemann,Make a living by developing modules for the worlds most popular premium WordPress theme,4.9,24,11.0,84,Intermediate
7759,Text Classification fastText machine learning,Evergreen Technologies,Text Classification with fastText and machine learning,3.7,24,2.0,22,Beginner
7760,Essential SQL Server Administration Tips Hands Guides,Artemakis Artemiou,Learn essential tips and techniques for efficient SQL Server database administration  performance  security and more ,4.2,24,6.0,82,All Levels
7761,Learning Path AWS Certified Developer Associate Complete,Packt Publishing,Become an AWS Certified Developer   Associate with this all exclusive course,4.0,24,15.0,87,Intermediate
7762,Getting Started AWS Mobile Services,Harshit Srivastava,Learn from Beginner to Expert,3.9,24,3.0,29,All Levels
7763,CHash basics 70 minutes beginners Learn CHash fundamentals,Nikoloz Sanakoevi,Mini CHash training  Learning CHash Basics for beginners to OOP   Object Oriented Programming in visual studio  Quick Bootcamp,3.6,24,1.0,19,Beginner
7764,Introduction Data Extraction SQL,Bluelime Learning Solutions,Master the basics of querying databases using SQL    The World s most popular database language,3.9,24,5.0,41,Beginner
7765,Deep Learning Plunge Deep Learning,Muni Kumar Gopu V R,Learn to create Deep Learning models starting from basics,4.2,24,2.5,36,Beginner
